1,1,2022-06-25 20:15:29.753571,00:00:00:00:00:01,00:00:00:00:00:02,10.0.0.1,10.0.0.2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,2,2022-06-25 20:15:29.755341,00:00:00:00:00:02,00:00:00:00:00:01,10.0.0.2,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:30.263000,00:00:00:00:00:01,00:00:00:00:00:03,10.0.0.1,10.0.0.3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,3,2022-06-25 20:15:30.264692,00:00:00:00:00:03,00:00:00:00:00:01,10.0.0.3,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:30.771621,00:00:00:00:00:01,00:00:00:00:00:04,10.0.0.1,10.0.0.4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,4,2022-06-25 20:15:30.773448,00:00:00:00:00:04,00:00:00:00:00:01,10.0.0.4,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:31.282857,00:00:00:00:00:01,00:00:00:00:00:05,10.0.0.1,10.0.0.5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,5,2022-06-25 20:15:31.285718,00:00:00:00:00:05,00:00:00:00:00:01,10.0.0.5,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:41.805484,00:00:00:00:00:01,00:00:00:00:00:06,10.0.0.1,10.0.0.6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,6,2022-06-25 20:15:41.808994,00:00:00:00:00:06,00:00:00:00:00:01,10.0.0.6,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:42.317893,00:00:00:00:00:01,00:00:00:00:00:07,10.0.0.1,10.0.0.7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,7,2022-06-25 20:15:42.319665,00:00:00:00:00:07,00:00:00:00:00:01,10.0.0.7,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:42.826602,00:00:00:00:00:01,00:00:00:00:00:08,10.0.0.1,10.0.0.8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,8,2022-06-25 20:15:42.828342,00:00:00:00:00:08,00:00:00:00:00:01,10.0.0.8,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:43.335554,00:00:00:00:00:01,00:00:00:00:00:09,10.0.0.1,10.0.0.9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,9,2022-06-25 20:15:43.337322,00:00:00:00:00:09,00:00:00:00:00:01,10.0.0.9,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:43.850419,00:00:00:00:00:01,00:00:00:00:00:0a,10.0.0.1,10.0.0.10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,10,2022-06-25 20:15:43.854579,00:00:00:00:00:0a,00:00:00:00:00:01,10.0.0.10,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:44.362802,00:00:00:00:00:01,00:00:00:00:00:0b,10.0.0.1,10.0.0.11,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,11,2022-06-25 20:15:44.364682,00:00:00:00:00:0b,00:00:00:00:00:01,10.0.0.11,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:44.872012,00:00:00:00:00:01,00:00:00:00:00:0c,10.0.0.1,10.0.0.12,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,12,2022-06-25 20:15:44.875958,00:00:00:00:00:0c,00:00:00:00:00:01,10.0.0.12,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:45.383256,00:00:00:00:00:01,00:00:00:00:00:0d,10.0.0.1,10.0.0.13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,13,2022-06-25 20:15:45.385242,00:00:00:00:00:0d,00:00:00:00:00:01,10.0.0.13,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:45.893153,00:00:00:00:00:01,00:00:00:00:00:0e,10.0.0.1,10.0.0.14,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,14,2022-06-25 20:15:45.894974,00:00:00:00:00:0e,00:00:00:00:00:01,10.0.0.14,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
1,1,2022-06-25 20:15:46.402349,00:00:00:00:00:01,00:00:00:00:00:0f,10.0.0.1,10.0.0.15,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,8,0,
1,15,2022-06-25 20:15:46.404390,00:00:00:00:00:0f,00:00:00:00:00:01,10.0.0.15,10.0.0.1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,64,0,0,
